member_id,total_pushes,avg_push_discount,dormant_length,push_group,dormant_period_num,period_type
74187,51,,250,1,4,dormant
83726,43,,161,1,4,dormant
88256,13,,81,1,4,dormant
106454,18,,76,1,4,dormant
119226,66,,158,1,4,dormant
121975,11,,15,1,4,dormant
124451,50,,140,1,4,dormant
130838,22,,175,1,4,dormant
136378,1,,1,1,4,dormant
158771,2,,2,1,4,dormant
163866,5,,16,1,4,dormant
173096,51,,244,1,4,dormant
184017,2,,6,1,4,dormant
192350,1,,1,1,4,dormant
194805,42,,169,1,4,dormant
199409,2,,7,1,4,dormant
213147,5,,8,1,4,dormant
230671,1,,1,1,4,dormant
276525,10,,42,1,4,dormant
277372,10,,18,1,4,dormant
306206,20,,73,1,4,dormant
326629,12,,18,1,4,dormant
327499,28,,78,1,4,dormant
339797,7,,8,1,4,dormant
348831,12,,24,1,4,dormant
356213,1,,1,1,4,dormant
356530,45,,202,1,4,dormant
360643,76,,223,1,4,dormant
369279,1,,1,1,4,dormant
393022,8,,18,1,4,dormant
395173,2,,1,1,4,dormant
402137,14,,65,1,4,dormant
408616,4,,8,1,4,dormant
418362,14,,56,1,4,dormant
438435,21,,64,1,4,dormant
441683,15,,63,1,4,dormant
445799,2,,1,1,4,dormant
457496,3,,9,1,4,dormant
483575,56,,257,1,4,dormant
487997,39,,169,1,4,dormant
496493,32,,187,1,4,dormant
520872,33,,110,1,4,dormant
523824,7,,17,1,4,dormant
526050,18,,58,1,4,dormant
528655,4,,23,1,4,dormant
530326,31,,144,1,4,dormant
545574,4,,3,1,4,dormant
562744,26,,71,1,4,dormant
563301,7,,31,1,4,dormant
579376,2,,4,1,4,dormant
586274,15,,25,1,4,dormant
595360,23,,45,1,4,dormant
600506,10,,30,1,4,dormant
602595,10,,16,1,4,dormant
603312,1,,1,1,4,dormant
606106,62,,154,1,4,dormant
607574,64,,199,1,4,dormant
609412,1,,1,1,4,dormant
609735,12,,54,1,4,dormant
611975,56,,147,1,4,dormant
619213,60,,237,1,4,dormant
624010,36,,153,1,4,dormant
640557,11,,22,1,4,dormant
649935,4,,8,1,4,dormant
650399,4,,9,1,4,dormant
652675,22,,86,1,4,dormant
656672,41,,170,1,4,dormant
658268,4,,5,1,4,dormant
677507,14,,29,1,4,dormant
678800,4,,9,1,4,dormant
680278,21,,25,1,4,dormant
692136,15,,34,1,4,dormant
696732,18,,49,1,4,dormant
707783,10,,25,1,4,dormant
712900,29,,58,1,4,dormant
713393,6,,11,1,4,dormant
721216,7,,7,1,4,dormant
724366,1,,1,1,4,dormant
726833,1,,1,1,4,dormant
726842,5,,21,1,4,dormant
728792,4,,10,1,4,dormant
729849,39,,186,1,4,dormant
754472,34,,75,1,4,dormant
755161,38,,129,1,4,dormant
756533,1,,1,1,4,dormant
792503,20,,90,1,4,dormant
800196,6,,26,1,4,dormant
802943,16,,48,1,4,dormant
1854,1,,1,1,5,dormant
3790,52,,228,1,5,dormant
24099,1,,1,1,5,dormant
39121,1,,1,1,5,dormant
88256,1,,1,1,5,dormant
106454,29,,85,1,5,dormant
136378,14,,33,1,5,dormant
163866,60,,203,1,5,dormant
184017,52,,138,1,5,dormant
192350,1,,1,1,5,dormant
199409,1,,1,1,5,dormant
213147,29,,89,1,5,dormant
230671,12,,23,1,5,dormant
276525,10,,15,1,5,dormant
277372,54,,122,1,5,dormant
306206,17,,53,1,5,dormant
356213,4,,10,1,5,dormant
393022,19,,48,1,5,dormant
395173,5,,11,1,5,dormant
402137,23,,78,1,5,dormant
408616,4,,10,1,5,dormant
418362,6,,22,1,5,dormant
438435,8,,15,1,5,dormant
441683,24,,91,1,5,dormant
445799,3,,2,1,5,dormant
457496,2,,3,1,5,dormant
523824,17,,64,1,5,dormant
526050,16,,56,1,5,dormant
528655,1,,1,1,5,dormant
545574,1,,1,1,5,dormant
563301,3,,2,1,5,dormant
579376,10,,31,1,5,dormant
595360,29,,71,1,5,dormant
600506,8,,17,1,5,dormant
603312,48,,236,1,5,dormant
609412,10,,15,1,5,dormant
609735,34,,107,1,5,dormant
624010,8,,17,1,5,dormant
649935,3,,1,1,5,dormant
650399,10,,14,1,5,dormant
652675,2,,2,1,5,dormant
656672,9,,19,1,5,dormant
678800,10,,25,1,5,dormant
692136,6,,7,1,5,dormant
707783,53,,250,1,5,dormant
712900,2,,1,1,5,dormant
713393,31,,59,1,5,dormant
724366,7,,13,1,5,dormant
726833,28,,120,1,5,dormant
726842,1,,1,1,5,dormant
728792,8,,24,1,5,dormant
754472,12,,28,1,5,dormant
756533,2,,1,1,5,dormant
800196,5,,17,1,5,dormant
802943,12,,30,1,5,dormant
1854,5,,18,1,6,dormant
39121,2,,2,1,6,dormant
88256,1,,1,1,6,dormant
184017,24,,83,1,6,dormant
192350,3,,8,1,6,dormant
199409,37,,104,1,6,dormant
356213,3,,44,1,6,dormant
393022,19,,48,1,6,dormant
395173,19,,44,1,6,dormant
418362,6,,16,1,6,dormant
445799,15,,22,1,6,dormant
457496,23,,81,1,6,dormant
523824,27,,90,1,6,dormant
563301,1,,1,1,6,dormant
579376,26,,88,1,6,dormant
595360,19,,41,1,6,dormant
652675,8,,11,1,6,dormant
678800,15,,57,1,6,dormant
692136,6,,10,1,6,dormant
712900,33,,82,1,6,dormant
726842,3,,3,1,6,dormant
728792,17,,52,1,6,dormant
756533,11,,55,1,6,dormant
800196,13,,45,1,6,dormant
1854,51,,160,1,7,dormant
393022,13,,28,1,7,dormant
445799,1,,1,1,7,dormant
563301,4,,4,1,7,dormant
595360,9,,18,1,7,dormant
678800,20,,66,1,7,dormant
692136,4,,7,1,7,dormant
712900,18,,37,1,7,dormant
756533,10,,28,1,7,dormant
800196,23,,55,1,7,dormant
445799,15,,30,1,8,dormant
563301,11,,19,1,8,dormant
563301,1,,1,1,9,dormant
563301,1,,1,1,10,dormant
