scope,outcome,component,rel_t,term,coef,se,pvalue,ci_low,ci_high,n,clusters,cluster
headline_all_products,variety_seeking,common_high_minus_low_shift,-3,rel_t::-3:disp_binary,0.033055138643397604,0.011650941949132361,0.0045561457379181824,0.010218528893476443,0.055891748393318764,99644,23363,member_id
headline_all_products,variety_seeking,common_high_minus_low_shift,-2,rel_t::-2:disp_binary,0.015871515447279362,0.012022971069829006,0.18681480720211785,-0.007694295759661185,0.03943732665421991,99644,23363,member_id
headline_all_products,variety_seeking,common_high_minus_low_shift,1,rel_t::1:disp_binary,0.02910248134351796,0.012216845213381636,0.017219365896936623,0.005156664109919516,0.053048298577116404,99644,23363,member_id
headline_all_products,variety_seeking,common_high_minus_low_shift,2,rel_t::2:disp_binary,0.062408579840069686,0.01217632423854972,2.992652630151582e-07,0.0385421863726322,0.08627497330750716,99644,23363,member_id
headline_all_products,variety_seeking,common_high_minus_low_shift,3,rel_t::3:disp_binary,0.07028576022632624,0.012613139728248093,2.5398908087836958e-08,0.04556317977293392,0.09500834067971856,99644,23363,member_id
headline_all_products,variety_seeking,common_high_minus_low_shift,4,rel_t::4:disp_binary,0.08371060923562876,0.012495760027866362,2.144440180984475e-11,0.05921810068731359,0.10820311778394393,99644,23363,member_id
all_noncoffee,novelty_all_noncoffee,baseline_treatment_effect,-4,rel_t::-4:treated,-0.012048140425617677,0.03689381553771104,0.7440056901145864,-0.08436760113037683,0.06027132027914148,30444,9824,member_id
all_noncoffee,novelty_all_noncoffee,baseline_treatment_effect,-3,rel_t::-3:treated,-0.07285141888840797,0.03826285114428555,0.05694294807044997,-0.14785447074008662,0.0021516329632706582,30444,9824,member_id
all_noncoffee,novelty_all_noncoffee,baseline_treatment_effect,-2,rel_t::-2:treated,-0.04271470746598924,0.039888713829837205,0.28426456326636007,-0.1209047843213274,0.03547536938934892,30444,9824,member_id
all_noncoffee,novelty_all_noncoffee,baseline_treatment_effect,1,rel_t::1:treated,0.033528471145301005,0.04000213401818945,0.4019572769772721,-0.044883932588813964,0.11194087487941598,30444,9824,member_id
all_noncoffee,novelty_all_noncoffee,baseline_treatment_effect,2,rel_t::2:treated,0.08010868153152413,0.0401563573728694,0.04607929214664552,0.0013939683269470482,0.15882339473610121,30444,9824,member_id
all_noncoffee,novelty_all_noncoffee,baseline_treatment_effect,3,rel_t::3:treated,-0.0025947452437913164,0.041080829876927606,0.9496388304175996,-0.08312161454974885,0.07793212406216622,30444,9824,member_id
all_noncoffee,novelty_all_noncoffee,baseline_treatment_effect,4,rel_t::4:treated,0.02309222896160753,0.046183353201660324,0.6170778563727404,-0.06743663470844441,0.11362109263165948,30444,9824,member_id
all_noncoffee,novelty_all_noncoffee,high_minus_low_ddd,-4,rel_t::-4:treated_X_disp,0.028253861172612083,0.04455602294459175,0.5260173374596371,-0.05908510075199851,0.11559282309722267,30444,9824,member_id
all_noncoffee,novelty_all_noncoffee,high_minus_low_ddd,-3,rel_t::-3:treated_X_disp,0.10328085313450384,0.045470261971801845,0.023144711135897555,0.014149794826273196,0.1924119114427345,30444,9824,member_id
all_noncoffee,novelty_all_noncoffee,high_minus_low_ddd,-2,rel_t::-2:treated_X_disp,0.05861004863566508,0.04661732172937087,0.20868974588477518,-0.0327694825359573,0.14998957980728747,30444,9824,member_id
all_noncoffee,novelty_all_noncoffee,high_minus_low_ddd,1,rel_t::1:treated_X_disp,0.028079600009769484,0.04822441963220909,0.5603986512629109,-0.06645017333494042,0.1226093733544794,30444,9824,member_id
all_noncoffee,novelty_all_noncoffee,high_minus_low_ddd,2,rel_t::2:treated_X_disp,-0.05906782800777502,0.04957834273736857,0.23352387073800762,-0.1562515688907777,0.03811591287522767,30444,9824,member_id
all_noncoffee,novelty_all_noncoffee,high_minus_low_ddd,3,rel_t::3:treated_X_disp,0.05177688213330297,0.050670618240931393,0.3068853707755743,-0.047547943216226095,0.15110170748283203,30444,9824,member_id
all_noncoffee,novelty_all_noncoffee,high_minus_low_ddd,4,rel_t::4:treated_X_disp,-0.009204132562967787,0.056655098419010154,0.8709477273797304,-0.12025976896495078,0.1018515038390152,30444,9824,member_id
all_noncoffee,novelty_all_noncoffee,common_high_minus_low_shift,-4,rel_t::-4:disp_binary,-0.01801946891002437,0.020193706410470164,0.37223743637674134,-0.057603283594160073,0.021564345774111333,30444,9824,member_id
all_noncoffee,novelty_all_noncoffee,common_high_minus_low_shift,-3,rel_t::-3:disp_binary,-0.018804437558353176,0.020176879203068827,0.35137003104052766,-0.05835526745773036,0.02074639234102401,30444,9824,member_id
all_noncoffee,novelty_all_noncoffee,common_high_minus_low_shift,-2,rel_t::-2:disp_binary,-0.024146598970970514,0.020243108498469612,0.23296454006080092,-0.06382725190047982,0.015534053958538786,30444,9824,member_id
all_noncoffee,novelty_all_noncoffee,common_high_minus_low_shift,1,rel_t::1:disp_binary,-0.05772001880342913,0.021983668916780916,0.008663396307577287,-0.10081252786496844,-0.01462750974188981,30444,9824,member_id
all_noncoffee,novelty_all_noncoffee,common_high_minus_low_shift,2,rel_t::2:disp_binary,-0.013290137906211131,0.022276024326750958,0.5507803720236484,-0.05695572365485918,0.030375447842436915,30444,9824,member_id
all_noncoffee,novelty_all_noncoffee,common_high_minus_low_shift,3,rel_t::3:disp_binary,-0.038059994736122905,0.023472383266629135,0.10494687855613871,-0.0840706898772346,0.007950700404988784,30444,9824,member_id
all_noncoffee,novelty_all_noncoffee,common_high_minus_low_shift,4,rel_t::4:disp_binary,-0.018726119772838102,0.02481309696899437,0.45045494767163996,-0.06736488930802886,0.029912649762352656,30444,9824,member_id
noncoffee_consumables,novelty_noncoffee_consumables,baseline_treatment_effect,-4,rel_t::-4:treated,-0.012049973912527646,0.03694641113339341,0.7443198293050284,-0.08447253824872529,0.060372590423670006,30418,9818,member_id
noncoffee_consumables,novelty_noncoffee_consumables,baseline_treatment_effect,-3,rel_t::-3:treated,-0.07338512375605301,0.03831105293752313,0.05545678464314885,-0.1484826666848567,0.0017124191727506816,30418,9818,member_id
noncoffee_consumables,novelty_noncoffee_consumables,baseline_treatment_effect,-2,rel_t::-2:treated,-0.04279129755447143,0.03993509333772714,0.28396150268316434,-0.12107229367291533,0.035489698563972466,30418,9818,member_id
noncoffee_consumables,novelty_noncoffee_consumables,baseline_treatment_effect,1,rel_t::1:treated,0.03294904339330552,0.04005199996352802,0.4107232652979418,-0.045561113755091275,0.1114592005417023,30418,9818,member_id
noncoffee_consumables,novelty_noncoffee_consumables,baseline_treatment_effect,2,rel_t::2:treated,0.07933066508669148,0.04020109125047117,0.048484151326812164,0.0005282583533046115,0.15813307182007835,30418,9818,member_id
noncoffee_consumables,novelty_noncoffee_consumables,baseline_treatment_effect,3,rel_t::3:treated,-0.0025295452376595936,0.04113144418395213,0.9509630133146727,-0.08315563505997024,0.07809654458465105,30418,9818,member_id
noncoffee_consumables,novelty_noncoffee_consumables,baseline_treatment_effect,4,rel_t::4:treated,0.022563122024645617,0.04641231015812559,0.6268750695307501,-0.06841455118649761,0.11354079523578886,30418,9818,member_id
noncoffee_consumables,novelty_noncoffee_consumables,high_minus_low_ddd,-4,rel_t::-4:treated_X_disp,0.027515851875014808,0.044606908149511945,0.537346782198461,-0.05992286209460837,0.11495456584463798,30418,9818,member_id
noncoffee_consumables,novelty_noncoffee_consumables,high_minus_low_ddd,-3,rel_t::-3:treated_X_disp,0.10403623599947036,0.04550947266678585,0.02227343121621672,0.014828309951742016,0.1932441620471987,30418,9818,member_id
noncoffee_consumables,novelty_noncoffee_consumables,high_minus_low_ddd,-2,rel_t::-2:treated_X_disp,0.057360933330532146,0.04666436700232795,0.2190175077509171,-0.034110823134048535,0.14883268979511283,30418,9818,member_id
noncoffee_consumables,novelty_noncoffee_consumables,high_minus_low_ddd,1,rel_t::1:treated_X_disp,0.02825136092096237,0.04827307553288149,0.5583994390637943,-0.0663737951155432,0.12287651695746793,30418,9818,member_id
noncoffee_consumables,novelty_noncoffee_consumables,high_minus_low_ddd,2,rel_t::2:treated_X_disp,-0.05689498319998271,0.04962641351601286,0.25163043541739727,-0.1541729600151583,0.04038299361519289,30418,9818,member_id
noncoffee_consumables,novelty_noncoffee_consumables,high_minus_low_ddd,3,rel_t::3:treated_X_disp,0.050155566666770915,0.050688753426497875,0.3224521688052122,-0.04920481485711191,0.14951594819065372,30418,9818,member_id
noncoffee_consumables,novelty_noncoffee_consumables,high_minus_low_ddd,4,rel_t::4:treated_X_disp,-0.010740676656778195,0.056845964882275224,0.8501409902432187,-0.12217045894539645,0.10068910563184007,30418,9818,member_id
noncoffee_consumables,novelty_noncoffee_consumables,common_high_minus_low_shift,-4,rel_t::-4:disp_binary,-0.01672441744364615,0.02020895690048814,0.4079316296852338,-0.05633812920603734,0.022889294318745045,30418,9818,member_id
noncoffee_consumables,novelty_noncoffee_consumables,common_high_minus_low_shift,-3,rel_t::-3:disp_binary,-0.018948692754215044,0.020181128383957327,0.3477891269271698,-0.05850785490090589,0.020610469392475805,30418,9818,member_id
noncoffee_consumables,novelty_noncoffee_consumables,common_high_minus_low_shift,-2,rel_t::-2:disp_binary,-0.023211120216071697,0.02025808716336476,0.25191802147173603,-0.06292113739798497,0.016498896965841572,30418,9818,member_id
noncoffee_consumables,novelty_noncoffee_consumables,common_high_minus_low_shift,1,rel_t::1:disp_binary,-0.05803354759687622,0.021995602724102253,0.008342581108349068,-0.10114945262073258,-0.014917642573019856,30418,9818,member_id
noncoffee_consumables,novelty_noncoffee_consumables,common_high_minus_low_shift,2,rel_t::2:disp_binary,-0.014265353569014597,0.02228764001306371,0.5221506679157848,-0.05795371174053984,0.02942300460251065,30418,9818,member_id
noncoffee_consumables,novelty_noncoffee_consumables,common_high_minus_low_shift,3,rel_t::3:disp_binary,-0.03754560323564248,0.023476382320723306,0.10978779559444396,-0.08356414081065042,0.00847293433936546,30418,9818,member_id
noncoffee_consumables,novelty_noncoffee_consumables,common_high_minus_low_shift,4,rel_t::4:disp_binary,-0.018417377112848732,0.02483871177622052,0.458420944801476,-0.06710636060157815,0.03027160637588069,30418,9818,member_id
noncoffee_drinks,novelty_noncoffee_drinks,baseline_treatment_effect,-4,rel_t::-4:treated,0.01447172315949203,0.04294641173461339,0.7361479505313149,-0.0697156422442276,0.09865908856321168,21433,7308,member_id
noncoffee_drinks,novelty_noncoffee_drinks,baseline_treatment_effect,-3,rel_t::-3:treated,-0.05969737757899523,0.04500123203387213,0.18469173678161277,-0.1479127839851079,0.028518028827117452,21433,7308,member_id
noncoffee_drinks,novelty_noncoffee_drinks,baseline_treatment_effect,-2,rel_t::-2:treated,-0.011808889357293906,0.046856910438755214,0.8010325148506918,-0.10366196116160263,0.08004418244701482,21433,7308,member_id
noncoffee_drinks,novelty_noncoffee_drinks,baseline_treatment_effect,1,rel_t::1:treated,0.04964920386707047,0.046217601691671197,0.28274665110396824,-0.04095063822787053,0.14024904596201146,21433,7308,member_id
noncoffee_drinks,novelty_noncoffee_drinks,baseline_treatment_effect,2,rel_t::2:treated,0.10053936287250562,0.048391543088811564,0.0377789724583073,0.005677968033687253,0.19540075771132398,21433,7308,member_id
noncoffee_drinks,novelty_noncoffee_drinks,baseline_treatment_effect,3,rel_t::3:treated,0.05623562801818902,0.0497081517479953,0.2579592349269597,-0.0412066998906457,0.15367795592702374,21433,7308,member_id
noncoffee_drinks,novelty_noncoffee_drinks,baseline_treatment_effect,4,rel_t::4:treated,0.03722537984498459,0.05618861874096226,0.5076669419926976,-0.07292053424690578,0.14737129393687498,21433,7308,member_id
noncoffee_drinks,novelty_noncoffee_drinks,high_minus_low_ddd,-4,rel_t::-4:treated_X_disp,-0.011304879767216182,0.05253871330085574,0.8296389324602571,-0.11429592548793557,0.09168616595350321,21433,7308,member_id
noncoffee_drinks,novelty_noncoffee_drinks,high_minus_low_ddd,-3,rel_t::-3:treated_X_disp,0.08769631555620329,0.0539337730304026,0.1039927758747885,-0.018029449980856857,0.19342208109326342,21433,7308,member_id
noncoffee_drinks,novelty_noncoffee_drinks,high_minus_low_ddd,-2,rel_t::-2:treated_X_disp,0.0190228421131315,0.05508899853247593,0.7298704501917643,-0.08896749891553737,0.12701318314180038,21433,7308,member_id
noncoffee_drinks,novelty_noncoffee_drinks,high_minus_low_ddd,1,rel_t::1:treated_X_disp,-0.0005202670142213309,0.05608244753991597,0.9925985245043465,-0.11045805490099195,0.10941752087254927,21433,7308,member_id
noncoffee_drinks,novelty_noncoffee_drinks,high_minus_low_ddd,2,rel_t::2:treated_X_disp,-0.09109557629958075,0.06111523426204702,0.13612170956367775,-0.2108990791008654,0.028707926501703895,21433,7308,member_id
noncoffee_drinks,novelty_noncoffee_drinks,high_minus_low_ddd,3,rel_t::3:treated_X_disp,-0.014800759992156607,0.06164994040644947,0.8102769560540235,-0.1356524412033302,0.10605092121901699,21433,7308,member_id
noncoffee_drinks,novelty_noncoffee_drinks,high_minus_low_ddd,4,rel_t::4:treated_X_disp,-0.07875232787123082,0.06922178079139729,0.2552908735347217,-0.21444700218751817,0.056942346445056524,21433,7308,member_id
noncoffee_drinks,novelty_noncoffee_drinks,common_high_minus_low_shift,-4,rel_t::-4:disp_binary,-0.0044722727459254805,0.024240717326090237,0.8536308644798025,-0.051991076873047694,0.04304653138119673,21433,7308,member_id
noncoffee_drinks,novelty_noncoffee_drinks,common_high_minus_low_shift,-3,rel_t::-3:disp_binary,-0.025640338890713998,0.023624761193753247,0.2778173847734451,-0.07195169117515009,0.020671013393722088,21433,7308,member_id
noncoffee_drinks,novelty_noncoffee_drinks,common_high_minus_low_shift,-2,rel_t::-2:disp_binary,-0.0452654196403433,0.023785999836206547,0.05707617707170276,-0.09189284621273847,0.0013620069320518721,21433,7308,member_id
noncoffee_drinks,novelty_noncoffee_drinks,common_high_minus_low_shift,1,rel_t::1:disp_binary,-0.0793265545607403,0.026605635527810943,0.0028772055536245844,-0.13148128110271945,-0.027171828018761154,21433,7308,member_id
noncoffee_drinks,novelty_noncoffee_drinks,common_high_minus_low_shift,2,rel_t::2:disp_binary,-0.02703254140362532,0.02682444383849141,0.3136041388287647,-0.07961619540335015,0.025551112596099504,21433,7308,member_id
noncoffee_drinks,novelty_noncoffee_drinks,common_high_minus_low_shift,3,rel_t::3:disp_binary,-0.008427795985314618,0.029578269117132037,0.7757042985207518,-0.06640974254609328,0.049554150575464036,21433,7308,member_id
noncoffee_drinks,novelty_noncoffee_drinks,common_high_minus_low_shift,4,rel_t::4:disp_binary,0.012031969810766995,0.031877582194942536,0.7058553888747037,-0.05045729418214931,0.07452123380368329,21433,7308,member_id
